,nome,codigo,time,chutes,passes_completados,bolas_recuperadas,desarmes,defesas,velocidade_maxima,distancia,adversario
657,6   J. NEKOUNAM,185641,Irã,0,27,8,0,0,26.5,10808,Nigéria
658,14   ANDRANIK,237949,Irã,2,20,4,9,0,30.2,10974,Nigéria
659,15   MONTAZERI,251481,Irã,0,24,5,2,0,27.4,10349,Nigéria
660,16   REZA,362641,Irã,4,13,2,2,0,28,10266,Nigéria
661,21   DEJAGAH,196812,Irã,0,12,2,1,0,27.8,8898,Nigéria
662,23   MEHRDAD,267344,Irã,0,13,3,6,0,28.9,9469,Nigéria
663,7   MASOUD. SH,213170,Irã,0,1,0,0,0,23.4,407,Nigéria
664,9   ALIREZA,379886,Irã,0,3,0,2,0,22.1,1965,Nigéria
665,1   ENYEAMA,189300,Nigéria,0,24,0,0,1,14,2829,Irã
666,5   AMBROSE,273291,Nigéria,0,56,4,0,0,30.1,9756,Irã
667,7   MUSA,344714,Nigéria,1,12,1,3,0,31.2,9451,Irã
668,9   EMENIKE,364763,Nigéria,2,9,0,2,0,27,9246,Irã
669,10   MIKEL,234463,Nigéria,1,65,5,4,0,23.2,9632,Irã
670,11   MOSES,274090,Nigéria,1,7,0,0,0,31.4,5833,Irã
671,13   OSHANIWA,356712,Nigéria,0,39,4,2,0,26.3,9697,Irã
672,14   OBOABONA,356459,Nigéria,0,24,0,0,0,25.2,2628,Irã
673,15   AZEEZ,315436,Nigéria,0,40,2,0,0,25.7,9131,Irã
674,17   ONAZI,315429,Nigéria,3,84,12,5,0,29.1,9793,Irã
675,22   OMERUO,315424,Nigéria,0,56,6,0,0,28.7,8864,Irã
676,2   YOBO,178403,Nigéria,0,33,3,2,0,27.2,5986,Irã
677,8   ODEMWINGIE,214228,Nigéria,0,10,0,0,0,26.3,2926,Irã
678,23   AMEOBI,186455,Nigéria,2,5,0,0,0,24.9,4339,Irã
679,12   KWARASEY,353237,Gana,0,22,0,0,4,16.9,4427,EUA
680,3   A. GYAN,208353,Gana,5,12,0,0,0,28,9169,EUA
681,4   D. OPARE,269071,Gana,0,58,9,1,0,28.5,9723,EUA
682,7   ATSU,355997,Gana,4,35,1,0,0,28.5,9481,EUA
683,10   A. AYEW,294620,Gana,2,24,2,1,0,29,10885,EUA
684,11   MUNTARI,183000,Gana,2,53,2,3,0,26.3,11354,EUA
685,13   J. AYEW,353235,Gana,1,15,0,1,0,28.5,7356,EUA
686,17   RABIU,311850,Gana,0,30,2,1,0,28.1,9429,EUA
687,19   JONATHAN,306634,Gana,1,52,9,3,0,27.6,9967,EUA
688,20   K. ASAMOAH,294619,Gana,1,67,9,1,0,29.1,10083,EUA
689,21   BOYE,298582,Gana,2,40,8,0,0,30.2,9943,EUA
690,5   ESSIEN,175524,Gana,1,16,2,2,0,26.3,2660,EUA
691,9   PRINCE,196897,Gana,2,13,0,0,0,30.9,3945,EUA
692,14   ADOMAH,364707,Gana,0,8,0,0,0,26.5,2158,EUA
693,1   HOWARD,178420,EUA,0,35,0,0,3,12.9,4685,Gana
694,4   BRADLEY,233531,EUA,0,42,3,0,0,27.8,12730,Gana
695,5   BESLER,367433,EUA,0,14,3,1,0,25.4,5339,Gana
696,7   BEASLEY,175498,EUA,0,31,5,1,0,28.7,10485,Gana
697,8   DEMPSEY,207851,EUA,2,19,1,0,0,28.8,10699,Gana
698,11   BEDOYA,296273,EUA,2,11,1,3,0,27.8,10133,Gana
699,13   JONES,183893,EUA,1,19,1,4,0,31.4,11203,Gana
700,15   BECKERMAN,175512,EUA,0,24,3,6,0,25.3,11487,Gana
701,17   ALTIDORE,238072,EUA,1,3,0,0,0,23.5,2437,Gana
702,20   CAMERON,321971,EUA,0,27,8,0,0,27.6,10224,Gana
703,23   JOHNSON,311174,EUA,0,26,2,0,0,29.8,11110,Gana
704,6   BROOKS,373555,EUA,1,11,2,0,0,26.9,4977,Gana
705,9   JOHANNSSON,367347,EUA,1,12,1,0,0,26.5,9091,Gana
706,19   ZUSI,360728,EUA,0,7,1,0,0,24.3,2382,Gana
707,1   COURTOIS,358106,Bélgica,0,14,0,0,0,16.4,3449,Argélia
708,2   ALDERWEIRELD,290864,Bélgica,0,52,5,3,0,23,10874,Argélia
709,4   KOMPANY,216004,Bélgica,0,71,5,0,0,22.7,10226,Argélia
710,5   VERTONGHEN,290904,Bélgica,2,56,2,3,0,25.8,9146,Argélia
711,6   WITSEL,290821,Bélgica,3,79,5,4,0,22.1,11108,Argélia
712,7   DE BRUYNE,358120,Bélgica,1,46,3,1,0,24.9,11687,Argélia
713,9   LUKAKU,358112,Bélgica,0,10,0,2,0,26.5,6135,Argélia
714,10   E.HAZARD,273996,Bélgica,0,38,1,0,0,28.1,10385,Argélia
715,15   VAN BUYTEN,375523,Bélgica,2,86,10,1,0,29.9,9654,Argélia
716,19   DEMBELE,290825,Bélgica,1,48,5,2,0,24.7,7541,Argélia
717,22   CHADLI,358108,Bélgica,3,27,0,2,0,25.2,5775,Argélia
718,8   FELLAINI,290902,Bélgica,2,6,0,0,0,27.8,4077,Argélia
719,14   MERTENS,358114,Bélgica,1,11,3,1,0,26.9,5451,Argélia
720,17   ORIGI,379911,Bélgica,1,3,0,1,0,30.1,4458,Argélia
721,23   RAIS,323326,Argélia,0,14,0,0,6,11.3,3319,Bélgica
722,2   BOUGUERRA,215208,Argélia,0,29,5,1,0,28.7,10393,Bélgica
723,3   GHOULAM,364088,Argélia,0,27,4,2,0,30.5,10585,Bélgica
724,5   HALLICHE,296827,Argélia,0,21,3,1,0,26.7,10496,Bélgica
725,10   FEGHOULI,319358,Argélia,1,11,3,1,0,27,10542,Bélgica
726,12   MEDJANI,239237,Argélia,1,13,3,2,0,25.8,9976,Bélgica
727,14   BENTALEB,379939,Argélia,0,21,4,4,0,21.9,10924,Bélgica
728,15   SOUDANI,296994,Argélia,0,6,3,4,0,24.9,8487,Bélgica
729,19   TAIDER,366573,Argélia,0,21,4,3,0,25.6,12735,Bélgica
730,21   MAHREZ,379942,Argélia,1,12,4,3,0,23.9,8740,Bélgica
731,22   MOSTEFA,354873,Argélia,0,17,3,3,0,28.3,9740,Bélgica
732,8   LACEN,321682,Argélia,0,7,0,0,0,26.1,2850,Bélgica
733,9   GHILAS,367261,Argélia,0,2,0,0,0,23.7,1223,Bélgica
734,13   SLIMANI,354859,Argélia,0,5,0,0,0,27.7,3462,Bélgica
735,12   JULIO CESAR,179038,Brasil,0,14,0,0,2,14.5,3395,México
736,2   DANI ALVES,190962,Brasil,0,49,0,3,0,26.1,10138,México
737,3   T SILVA,289964,Brasil,1,43,10,3,0,29.6,7791,México
738,4   DAVID LUIZ,271043,Brasil,1,37,5,2,0,25.4,8257,México
739,6   MARCELO,218284,Brasil,1,54,4,3,0,28.5,9205,México
740,8   PAULINHO,362727,Brasil,2,21,0,0,0,26.8,10341,México
741,9   FRED,233952,Brasil,2,6,0,0,0,27.8,6490,México
742,10   NEYMAR JR,314197,Brasil,3,27,4,1,0,27.2,9401,México
743,11   OSCAR,312868,Brasil,2,35,3,5,0,24.8,8093,México
744,16   RAMIRES,298959,Brasil,0,10,0,2,0,27.8,5334,México
745,17   L GUSTAVO,367918,Brasil,1,35,9,4,0,31.4,9911,México
746,19   WILLIAN,218306,Brasil,0,4,1,0,0,31.1,1105,México
747,20   BERNARD,356669,Brasil,0,14,0,0,0,31.8,5461,México
748,21   JÔ,217172,Brasil,1,3,0,0,0,23.3,2433,México
749,13   G OCHOA,215285,México,0,15,0,0,6,17.5,3977,Brasil
750,2   F RODRIGUEZ,209960,México,0,28,6,3,0,27.4,9189,Brasil
751,4   R MARQUEZ,178119,México,0,29,8,3,0,25.5,8759,Brasil
752,6   H HERRERA,329092,México,2,43,6,3,0,25.3,8882,Brasil
753,7   M LAYUN,371044,México,2,26,6,2,0,28.7,10031,Brasil
754,10   G DOS SANTOS,234551,México,2,18,2,1,0,28.7,8080,Brasil
755,15   H MORENO,238112,México,0,25,10,2,0,29,8955,Brasil
756,18   A GUARDADO,251352,México,3,29,2,1,0,30.9,10910,Brasil
757,19   O PERALTA,227851,México,0,15,3,3,0,23.9,6894,Brasil
758,22   P AGUILAR,289195,México,0,26,1,4,0,29.1,9340,Brasil
759,23   J VAZQUEZ,379264,México,2,38,5,2,0,28.1,9997,Brasil
760,8   M FABIAN,319311,México,0,5,1,0,0,31.8,1919,Brasil
761,9   R JIMENEZ,356731,México,1,0,1,0,0,23.8,1142,Brasil
762,14   J HERNANDEZ,228599,México,1,2,0,0,0,30.9,2165,Brasil
763,1   AKINFEEV,215017,Rússia,0,16,0,0,4,17.9,2783,Coreia do Sul
764,4   IGNASHEVICH,186787,Rússia,1,55,3,2,0,26.8,9660,Coreia do Sul
765,8   GLUSHAKOV,358049,Rússia,1,18,3,2,0,26.5,8645,Coreia do Sul
766,9   KOKORIN,358048,Rússia,3,18,1,1,0,27.6,11515,Coreia do Sul
767,14   V. BEREZUTSKIY,186793,Rússia,1,58,9,0,0,23.4,10513,Coreia do Sul
768,17   SHATOV,358891,Rússia,0,19,4,1,0,25,7794,Coreia do Sul
769,18   ZHIRKOV,216432,Rússia,1,18,2,0,0,28.7,8370,Coreia do Sul
770,19   SAMEDOV,216435,Rússia,1,34,2,0,0,25.6,11017,Coreia do Sul
771,20   FAYZULIN,300235,Rússia,1,40,4,1,0,25.2,11622,Coreia do Sul
772,22   ESHCHENKO,358893,Rússia,2,61,6,4,0,28.9,10886,Coreia do Sul
773,23   D. KOMBAROV,300237,Rússia,1,38,6,0,0,25.9,10907,Coreia do Sul
774,7   DENISOV,216438,Rússia,1,18,4,1,0,20.5,2976,Coreia do Sul
775,10   DZAGOEV,302539,Rússia,2,13,2,0,0,23.9,4469,Coreia do Sul
776,11   KERZHAKOV,186808,Rússia,1,2,0,0,0,27.2,2656,Coreia do Sul
777,1   S R JUNG,198546,Coreia do Sul,0,9,0,0,4,13.4,3400,Rússia
778,3   S Y YUN,274283,Coreia do Sul,0,36,9,1,0,27.4,10001,Rússia
779,5   Y G KIM,375754,Coreia do Sul,1,57,8,0,0,25.5,8947,Rússia
780,9   H M SON,307849,Coreia do Sul,3,18,2,0,0,26.7,9139,Rússia
781,10   C Y PARK,207761,Coreia do Sul,0,14,0,1,0,24.9,6385,Rússia
782,12   Y LEE,363578,Coreia do Sul,0,44,4,1,0,27.2,10074,Rússia
783,13   J C KOO,291393,Coreia do Sul,2,28,2,3,0,28,11339,Rússia
784,14   K Y HAN,274329,Coreia do Sul,0,47,7,3,0,25,11357,Rússia
785,16   S Y KI,268406,Coreia do Sul,1,67,8,3,0,25,10712,Rússia
786,17   C Y LEE,268414,Coreia do Sul,1,45,3,0,0,28.3,11318,Rússia
787,20   J H HONG,312679,Coreia do Sul,1,36,6,0,0,24.7,6783,Rússia
788,6   S H HWANG,356518,Coreia do Sul,0,8,1,0,0,22.4,2299,Rússia
789,7   B K KIM,291389,Coreia do Sul,0,5,1,0,0,22,1487,Rússia
790,11   K H LEE,268149,Coreia do Sul,1,12,0,1,0,26.9,4896,Rússia
791,1   RYAN,339117,Austrália,0,29,0,0,7,21.5,6252,Holanda
792,3   DAVIDSON,306364,Austrália,0,33,5,2,0,27.8,11188,Holanda
793,4   CAHILL,213001,Austrália,2,16,1,1,0,25.4,8246,Holanda
794,6   SPIRANOVIC,229051,Austrália,1,54,6,0,0,23,11035,Holanda
795,7   LECKIE,321697,Austrália,2,27,4,1,0,29.1,11304,Holanda
796,11   OAR,306424,Austrália,0,9,2,2,0,30,9985,Holanda
797,15   JEDINAK,197514,Austrália,2,34,5,0,0,25.4,11863,Holanda
798,17   MCKAY,197409,Austrália,0,37,4,0,0,28,12722,Holanda
799,19   MCGOWAN,306410,Austrália,0,48,2,3,0,26.7,10323,Holanda
800,22   WILKINSON,182620,Austrália,0,50,4,0,0,22.7,10415,Holanda
801,23   BRESCIANO,178299,Austrália,2,24,0,0,0,21.7,6484,Holanda
802,9   TAGGART,368902,Austrália,0,0,0,0,0,21.7,1816,Holanda
803,10   HALLORAN,379164,Austrália,0,3,0,1,0,28.3,3267,Holanda
804,13   BOZANIC,312234,Austrália,1,12,1,0,0,23.5,5662,Holanda
805,1   CILLESSEN,358738,Holanda,0,22,0,0,2,18.9,5300,Austrália
806,2   VLAAR,216715,Holanda,1,42,3,1,0,22.7,10259,Austrália
807,3   DE VRIJ,313021,Holanda,0,53,5,0,0,28.5,10078,Austrália
808,4   MARTINS INDI,358736,Holanda,0,24,2,1,0,27.8,5425,Austrália
809,5   BLIND,319432,Holanda,0,52,4,0,0,27.5,10928,Austrália
810,6   DE JONG,216964,Holanda,1,30,8,4,0,25,10950,Austrália
811,7   JANMAAT,319428,Holanda,0,38,8,2,0,28.3,11314,Austrália
812,8   DE GUZMAN,298677,Holanda,0,33,2,0,0,26.5,9918,Austrália
813,9   V. PERSIE,217315,Holanda,4,11,0,0,0,27.2,10390,Austrália
814,10   SNEIJDER,215002,Holanda,2,42,4,1,0,25.8,11489,Austrália
815,11   ROBBEN,184616,Holanda,5,14,2,0,0,28.7,10836,Austrália
816,17   LENS,298681,Holanda,1,0,0,1,0,25.2,888,Austrália
817,20   WIJNALDUM,319438,Holanda,0,3,1,0,0,19.5,1930,Austrália
818,21   MEMPHIS,336098,Holanda,1,20,0,1,0,29.2,5378,Austrália
819,1   I. CASILLAS,176644,Espanha,0,20,0,0,2,23.9,3160,Chile
820,4   JAVI MARTÍNEZ,270714,Espanha,0,46,4,1,0,31.6,9525,Chile
821,6   A. INIESTA,183857,Espanha,1,51,2,0,0,23.9,9971,Chile
822,11   PEDRO,318601,Espanha,0,23,2,2,0,29.4,8480,Chile
823,14   ALONSO,207528,Espanha,2,33,2,3,0,25.2,5645,Chile
824,15   RAMOS,216814,Espanha,4,60,10,1,0,28.8,10271,Chile
825,16   SERGIO,303034,Espanha,1,59,7,0,0,23.9,10865,Chile
826,18   JORDI ALBA,306954,Espanha,2,66,4,0,0,31.4,11005,Chile
827,19   DIEGO COSTA,367920,Espanha,2,9,0,0,0,25.4,6630,Chile
828,21   SILVA,200176,Espanha,0,58,9,1,0,28.3,11604,Chile
829,22   AZPILICUETA,270948,Espanha,0,61,4,0,0,31.6,10148,Chile
830,9   TORRES,183864,Espanha,0,9,0,0,0,23.9,3421,Chile
831,17   KOKE,313410,Espanha,1,66,5,2,0,25,6201,Chile
832,20   S. CAZORLA,297705,Espanha,2,18,1,0,0,21.9,2341,Chile
833,1   C. BRAVO,202650,Chile,0,23,0,0,6,19.9,5813,Espanha
834,2   MENA,349592,Chile,0,31,8,0,0,28,11157,Espanha
835,4   ISLA,228617,Chile,1,36,4,1,0,28.7,10899,Espanha
836,5   SILVA,349582,Chile,0,37,9,1,0,26.3,10944,Espanha
837,7   ALEXIS,228627,Chile,1,21,6,0,0,30.5,10164,Espanha
838,8   VIDAL,267543,Chile,0,32,5,0,0,24.5,11240,Espanha
839,11   VARGAS,270301,Chile,2,21,3,0,0,27.7,9345,Espanha
840,17   MEDEL,267527,Chile,0,32,11,2,0,25.6,9763,Espanha
841,18   JARA,229439,Chile,1,42,7,1,0,29.6,10219,Espanha
842,20   CH. ARÁNGUIZ,318150,Chile,1,11,3,1,0,26.3,8274,Espanha
843,21   DIAZ,233530,Chile,0,33,6,2,0,25.9,12590,Espanha
844,6   CARMONA,229436,Chile,0,2,0,0,0,23.4,1232,Espanha
845,10   VALDIVIA,202655,Chile,0,1,0,0,0,25.2,1379,Espanha
846,16   GUTIÉRREZ,349588,Chile,1,10,0,0,0,22.8,4579,Espanha
847,16   ITANJDE,216990,Camarões,0,21,0,0,6,16.5,3328,Croácia
848,2   ASSOU EKOTTO,306180,Camarões,0,33,5,0,0,30.3,9370,Croácia
849,3   NKOULOU,290931,Camarões,0,30,2,1,0,31.1,8262,Croácia
850,6   SONG,200261,Camarões,1,20,2,0,0,22.4,4209,Croácia
851,8   MOUKANDJO,296118,Camarões,2,19,2,0,0,30.7,9542,Croácia
852,10   ABOUBAKAR,323698,Camarões,5,15,1,2,0,29.4,6861,Croácia
853,13   CHOUPO-MOTING,312316,Camarões,2,14,3,0,0,24.9,7601,Croácia
854,14   CHEDJOU,278732,Camarões,0,17,3,1,0,23.2,4186,Croácia
855,17   MBIA,200935,Camarões,3,34,3,1,0,28.5,10377,Croácia
856,18   ENOH,310048,Camarões,1,23,1,3,0,27.2,10019,Croácia
857,21   MATIP,320375,Camarões,0,24,3,2,0,30.9,9351,Croácia
858,5   NOUNKEU,200259,Camarões,2,12,2,1,0,31.6,4957,Croácia
859,15   WEBO,214135,Camarões,2,3,1,0,0,24.3,2340,Croácia
860,20   SALLI,336791,Camarões,0,8,1,2,0,26.1,2175,Croácia
861,1   PLETIKOSA,179048,Croácia,0,25,0,0,1,17,3179,Camarões
862,3   PRANJIĆ,210702,Croácia,1,47,4,6,0,27.9,9510,Camarões
863,4   PERIŠIĆ,359381,Croácia,3,14,1,0,0,31.8,8450,Camarões
864,5   CORLUKA,297373,Croácia,0,38,3,0,0,25.4,8566,Camarões
865,6   LOVREN,312432,Croácia,0,38,3,1,0,23.9,8957,Camarões
866,7   RAKITIĆ,296633,Croácia,2,52,7,2,0,29.6,10161,Camarões
867,10   MODRIĆ,241559,Croácia,1,39,3,2,0,27.6,9046,Camarões
868,11   SRNA,210704,Croácia,3,36,1,3,0,33,9945,Camarões
869,17   MANDŽUKIĆ,375518,Croácia,4,15,1,1,0,29.9,9895,Camarões
870,18   OLIĆ,187258,Croácia,3,12,3,5,0,29.8,8511,Camarões
871,19   SAMMIR,359375,Croácia,2,23,1,3,0,30.9,8215,Camarões
872,16   REBIĆ,369058,Croácia,1,3,1,0,0,27.6,1743,Camarões
873,20   KOVAČIĆ,339987,Croácia,0,11,0,1,0,29,2458,Camarões
874,22   EDUARDO,214384,Croácia,1,8,0,1,0,29.1,2829,Camarões
875,1   OSPINA,228686,Colômbia,0,17,0,1,4,21.6,3641,Costa do Marfim
876,2   C. ZAPATA,200209,Colômbia,0,27,5,0,0,27.8,9055,Costa do Marfim
877,3   YEPES,3408,Colômbia,1,27,6,2,0,24.1,9174,Costa do Marfim
878,6   C. SANCHEZ,280487,Colômbia,1,28,3,3,0,30.7,10087,Costa do Marfim
879,7   P. ARMERO,200213,Colômbia,0,28,6,0,0,30.2,7753,Costa do Marfim
880,8   AGUILAR T.,198243,Colômbia,0,30,2,3,0,25,9282,Costa do Marfim
881,9   TEO,309716,Colômbia,3,14,0,0,0,30.7,9529,Costa do Marfim
882,10   JAMES,269058,Colômbia,2,35,4,3,0,29.6,10323,Costa do Marfim
883,11   CUADRADO,309714,Colômbia,2,25,1,2,0,30.2,9683,Costa do Marfim
884,14   IBARBO,349517,Colômbia,0,9,1,2,0,30.5,5748,Costa do Marfim
885,18   C. ZUÑIGA,229443,Colômbia,0,32,3,0,0,30.5,8991,Costa do Marfim
886,4   ARIAS,315614,Colômbia,0,8,1,1,0,26.9,2512,Costa do Marfim
887,15   A. MEJIA,228691,Colômbia,0,1,0,1,0,24.2,1534,Costa do Marfim
888,20   QUINTERO,356704,Colômbia,2,11,1,0,0,22.5,4758,Costa do Marfim
889,1   BARRY COPA,178958,Costa do Marfim,0,13,0,0,4,28.1,2290,Colômbia
890,3   BOKA,198489,Costa do Marfim,0,33,0,3,0,30,8402,Colômbia
891,5   ZOKORA,176971,Costa do Marfim,0,51,5,1,0,30.3,7747,Colômbia
892,9   TIOTE,291329,Costa do Marfim,2,58,7,5,0,29.8,10062,Colômbia
893,10   GERVINHO,290186,Costa do Marfim,1,28,4,0,0,29.2,9094,Colômbia
894,12   B. WILFRIED,353118,Costa do Marfim,0,9,1,1,0,24.6,6059,Colômbia
895,15   GRADEL,353119,Costa do Marfim,1,15,2,0,0,28,7745,Colômbia
896,17   S. AURIER,370522,Costa do Marfim,3,32,4,4,0,33.5,9570,Colômbia
897,19   TOURE YAYA,198106,Costa do Marfim,4,43,2,2,0,24.5,9767,Colômbia
898,20   SEREY DIE,367555,Costa do Marfim,1,41,5,2,0,30.7,7260,Colômbia
899,22   BAMBA,207946,Costa do Marfim,0,39,7,0,0,26.5,8173,Colômbia
900,6   BOLLY,370523,Costa do Marfim,1,5,0,0,0,27.2,2929,Colômbia
901,8   KALOU,216970,Costa do Marfim,1,7,1,0,0,28.5,2541,Colômbia
902,11   DROGBA,212306,Costa do Marfim,1,3,0,0,0,26.9,3058,Colômbia
903,1   F. MUSLERA,229498,Uruguai,0,7,0,0,5,13.8,3195,Inglaterra
904,3   D. GODIN,229499,Uruguai,0,6,2,2,0,30.5,9152,Inglaterra
905,6   A. PEREIRA,229502,Uruguai,0,22,2,7,0,33.1,9078,Inglaterra
906,7   C. RODRIGUEZ,216567,Uruguai,1,15,3,4,0,32,10688,Inglaterra
907,9   L. SUAREZ,270775,Uruguai,6,16,2,3,0,25.8,8571,Inglaterra
908,13   J.M. GIMENEZ,368655,Uruguai,0,11,5,6,0,30.9,8711,Inglaterra
909,14   N. LODEIRO,305378,Uruguai,0,19,4,2,0,23,9387,Inglaterra
910,17   E. AREVALO RIOS,286238,Uruguai,0,18,6,5,0,27.6,9732,Inglaterra
911,20   A. GONZALEZ,286259,Uruguai,1,18,3,4,0,29.1,9471,Inglaterra
912,21   E. CAVANI,267834,Uruguai,2,20,1,0,0,28.7,11334,Inglaterra
913,22   M. CACERES,267829,Uruguai,0,25,1,4,0,27.2,9984,Inglaterra
914,4   J. FUCILE,276132,Uruguai,0,1,0,1,0,24.6,1689,Inglaterra
915,11   C. STUANI,229506,Uruguai,0,5,0,1,0,27.9,3547,Inglaterra
916,19   S. COATES,305382,Uruguai,0,2,1,0,0,31.6,820,Inglaterra
917,1   HART,299956,Inglaterra,0,22,0,0,3,22.4,4448,Uruguai
918,2   JOHNSON,197464,Inglaterra,0,59,3,0,0,29.4,10246,Uruguai
919,3   BAINES,305768,Inglaterra,0,55,2,1,0,29.8,9697,Uruguai
920,4   GERRARD,214961,Inglaterra,1,42,3,2,0,23.9,10660,Uruguai
921,5   CAHILL,305764,Inglaterra,0,40,4,2,0,26.9,9850,Uruguai
922,6   JAGIELKA,299960,Inglaterra,1,43,6,1,0,26.9,9217,Uruguai
923,9   STURRIDGE,306532,Inglaterra,5,19,0,0,0,29.9,8806,Uruguai
924,10   ROONEY,196842,Inglaterra,5,23,0,0,0,30.7,10361,Uruguai
925,11   WELBECK,274034,Inglaterra,0,18,0,0,0,28.7,7334,Uruguai
926,14   HENDERSON,356189,Inglaterra,1,54,3,1,0,26.1,9488,Uruguai
927,19   STERLING,336043,Inglaterra,0,16,0,2,0,27,6975,Uruguai
928,18   LAMBERT,373224,Inglaterra,0,0,0,0,0,16.9,803,Uruguai
929,20   LALLANA,361222,Inglaterra,0,13,4,1,0,31.2,2867,Uruguai
930,21   BARKLEY,369392,Inglaterra,0,11,1,1,0,30.2,3472,Uruguai
931,1   KAWASHIMA,198117,Japão,0,25,0,0,4,14.5,3397,Grécia
932,2   UCHIDA,268474,Japão,1,38,3,3,0,30,10006,Grécia
933,4   HONDA,233500,Japão,4,62,0,1,0,29.6,9796,Grécia
934,5   NAGATOMO,291372,Japão,0,52,2,0,0,30.7,11167,Grécia
935,9   OKAZAKI,286278,Japão,0,13,1,0,0,30.1,9429,Grécia
936,13   OKUBO,180936,Japão,4,21,0,3,0,25.6,10123,Grécia
937,15   KONNO,184373,Japão,0,78,4,1,0,26.9,8841,Grécia
938,16   YAMAGUCHI,356466,Japão,1,88,6,1,0,28.9,9013,Grécia
939,17   HASEBE,289027,Japão,0,43,1,1,0,23,5060,Grécia
940,18   OSAKO,275136,Japão,3,11,0,0,0,25.9,6246,Grécia
941,22   YOSHIDA,271253,Japão,1,64,5,0,0,27.6,9770,Grécia
942,7   ENDO,177768,Japão,2,53,1,1,0,23.8,4823,Grécia
943,10   KAGAWA,268596,Japão,0,22,1,1,0,28.5,4361,Grécia
944,1   KARNEZIS,228328,Grécia,0,11,0,0,5,19,4604,Japão
945,2   MANIATIS,321731,Grécia,0,22,3,0,0,29.4,10378,Japão
946,4   MANOLAS,323556,Grécia,0,8,5,2,0,30.5,8092,Japão
947,7   SAMARAS,297112,Grécia,2,11,3,5,0,29.4,9550,Japão
948,8   KONE,360109,Grécia,2,6,0,1,0,30.3,9116,Japão
949,9   MITROGLOU,318768,Grécia,1,1,0,0,0,26.3,3653,Japão
950,15   TOROSIDIS,228336,Grécia,2,16,9,1,0,29.1,9371,Japão
951,18   FETFATZIDIS,358024,Grécia,0,10,2,3,0,29.1,4479,Japão
952,19   SOKRATIS,299090,Grécia,0,12,6,0,0,25.7,8457,Japão
953,20   CHOLEVAS,358022,Grécia,1,18,7,1,0,29.9,9307,Japão
954,21   KATSOURANIS,214887,Grécia,0,8,1,4,0,21.4,4056,Japão
955,10   KARAGOUNIS,168832,Grécia,0,12,3,4,0,24.9,6284,Japão
956,14   SALPINGIDIS,215513,Grécia,0,1,1,0,0,20.5,1797,Japão
957,17   GEKAS,230517,Grécia,1,8,0,0,0,28.3,6419,Japão
958,1   BUFFON,159304,Itália,0,35,0,0,4,22.5,5018,Costa Rica
959,3   CHIELLINI,215274,Itália,0,66,8,5,0,30.3,9883,Costa Rica
960,4   DARMIAN,288824,Itália,1,38,2,1,0,23.6,10569,Costa Rica
961,5   THIAGO MOTTA,175689,Itália,1,31,0,0,0,24.9,5441,Costa Rica
962,6   CANDREVA,298662,Itália,1,9,1,0,0,29.2,6276,Costa Rica
963,7   ABATE,228936,Itália,0,30,4,0,0,31.5,9429,Costa Rica
964,8   MARCHISIO,298664,Itália,0,23,1,3,0,27.4,7927,Costa Rica
965,9   BALOTELLI,301059,Itália,3,10,0,1,0,29.6,8523,Costa Rica
966,15   BARZAGLI,214377,Itália,0,75,5,1,0,29.1,9859,Costa Rica
967,16   DE ROSSI,209119,Itália,0,97,8,2,0,22.5,10203,Costa Rica
968,21   PIRLO,177876,Itália,1,76,4,2,0,22.5,10079,Costa Rica
969,10   CASSANO,177927,Itália,2,15,2,0,0,25.7,4252,Costa Rica
970,11   CERCI,228942,Itália,0,4,0,0,0,24.6,2366,Costa Rica
971,22   INSIGNE,359235,Itália,1,13,4,0,0,25.6,4650,Costa Rica
972,1   NAVAS K.,199175,Costa Rica,0,18,0,0,4,17,4638,Itália
973,3   GONZALEZ G.,268821,Costa Rica,1,20,7,4,0,29.7,9349,Itália
974,4   UMAÑA M.,208120,Costa Rica,0,31,10,5,0,25,9624,Itália
975,5   BORGES C.,236530,Costa Rica,2,38,5,0,0,23.6,11060,Itália
976,6   DUARTE O.,312987,Costa Rica,1,25,3,3,0,29.1,9843,Itália
977,7   BOLAÑOS C.,183796,Costa Rica,2,35,3,1,0,31.1,10376,Itália
978,9   CAMPBELL J.,307529,Costa Rica,0,12,2,1,0,28,7077,Itália
979,10   RUIZ B.,214876,Costa Rica,2,30,1,1,0,25.7,9230,Itália
980,15   DIAZ J.,209940,Costa Rica,0,34,5,6,0,28.5,10107,Itália
981,16   GAMBOA C.,307026,Costa Rica,0,22,5,3,0,26.1,10270,Itália
982,17   TEJEDA Y.,307541,Costa Rica,0,28,6,5,0,26.6,8497,Itália
983,14   BRENES R.,237058,Costa Rica,1,4,1,0,0,25.3,1534,Itália
984,21   UREÑA M.,270144,Costa Rica,1,1,1,0,0,28.7,2087,Itália
985,22   CUBERO J.,268822,Costa Rica,0,6,2,2,0,27.4,3414,Itália
986,1   BENAGLIO,196633,Suíça,0,13,0,0,8,14.9,4775,França
987,2   LICHTSTEINER,196605,Suíça,0,41,4,1,0,29.4,10274,França
988,5   VON BERGEN,196620,Suíça,0,2,1,0,0,22.8,732,França
989,8   INLER,261029,Suíça,2,63,7,0,0,27.9,10536,França
990,9   SEFEROVIC,311554,Suíça,2,15,0,1,0,30.9,8484,França
